timestamp,n1_accx,n1_accy,n1_accz,n1_activity,n2_accx,n2_accy,n2_accz,n2_activity,n3_accx,n3_accy,n3_accz,n3_activity,n4_accx,n4_accy,n4_accz,n4_activity,n5_accx,n5_accy,n5_accz,n5_activity,n6_accx,n6_accy,n6_accz,n6_activity,n7_accx,n7_accy,n7_accz,n7_activity,n8_accx,n8_accy,n8_accz,n8_activity,n9_accx,n9_accy,n9_accz,n9_activity,n10_accx,n10_accy,n10_accz,n10_activity,n11_accx,n11_accy,n11_accz,n11_activity,n12_accx,n12_accy,n12_accz,n12_activity,n13_accx,n13_accy,n13_accz,n13_activity,n14_accx,n14_accy,n14_accz,n14_activity,n15_accx,n15_accy,n15_accz,n15_activity,n16_accx,n16_accy,n16_accz,n16_activity,n17_accx,n17_accy,n17_accz,n17_activity,n18_accx,n18_accy,n18_accz,n18_activity,n19_accx,n19_accy,n19_accz,n19_activity,n20_accx,n20_accy,n20_accz,n20_activity,n21_accx,n21_accy,n21_accz,n21_activity,n22_accx,n22_accy,n22_accz,n22_activity,n23_accx,n23_accy,n23_accz,n23_activity,n24_accx,n24_accy,n24_accz,n24_activity,n25_accx,n25_accy,n25_accz,n25_activity,n26_accx,n26_accy,n26_accz,n26_activity,n27_accx,n27_accy,n27_accz,n27_activity,n28_accx,n28_accy,n28_accz,n28_activity,n29_accx,n29_accy,n29_accz,n29_activity,n30_accx,n30_accy,n30_accz,n30_activity
269,9.432161395675456,-6.791307259649888,1.718575026324391,2,9.398620151764417,-6.651645727141966,1.413613345981404,2,9.480598496827538,-6.8373478628124404,1.5507465232430766,2,9.223158098673776,-6.852359412124711,1.605863760582476,2,9.538865019158457,-6.57382606119943,1.3615799576866319,2,9.418192986745167,-6.7721724630611275,1.7021758472243607,2,9.439837542932786,-6.661616633354264,1.5954550074534533,2,9.236589377615905,-6.740501781836156,1.524438051230292,2,9.42624017384091,-6.769616198322074,1.5552077832595086,2,9.235072056422823,-6.921458271760567,1.5623626595933144,2,9.27035076735411,-6.624901091760036,1.6773943333786705,2,9.492017319717712,-6.858519876227404,1.502405708988403,2,9.221099239757502,-6.926073563195229,1.662592387453668,2,9.484240485601374,-6.653138697964068,1.6979285548979142,2,9.367826105380004,-6.56226288947947,1.6026501753094728,2,9.444376173281407,-6.694250575880586,1.4789926206866881,2,9.268427896540366,-6.746562701592333,1.6725932758401536,2,9.366830214627145,-6.806124691630673,1.810696254236738,2,9.378660786232624,-6.655845053438905,1.3802864188340622,2,9.400578819968437,-6.925261382209688,1.7104832111764734,2,9.447453710942012,-6.730289000719882,1.564361781623459,2,9.451952688160741,-6.658780595829213,1.4060666852933055,2,9.277762085375626,-6.766227991193654,1.471112255211507,2,9.185127828926174,-6.840847582206456,1.6904402809033412,2,9.466880477203734,-6.7064511609736055,1.6268597475523823,2,9.53008921369105,-6.852305368219568,1.4754858160918145,2,9.32142080740917,-6.667310654466943,1.5845296477163135,2,9.31745594777048,-6.859358748573179,1.5877161456077622,2,9.289284478156302,-6.546683894454192,1.6604238402554996,2,9.386894267642415,-6.705883734000224,1.5675250777909213,2
270,8.853685156672103,-5.331263072144584,1.0094801914160132,2,8.814301413892249,-5.167296529083568,0.8060426937884394,2,8.582860480002479,-5.308618094812398,0.8067166353151012,2,8.625899715018884,-5.420546946697666,0.8958569762374633,2,8.598342048626074,-5.190686009959642,0.6785252818978305,2,8.563976217135462,-5.394579005273782,0.9779681065258884,2,8.831197517425782,-5.3051189167664825,0.8979304649473642,2,8.642503846814668,-5.435216716889543,0.6738656688487341,2,8.642954717562155,-5.593508028224782,0.8692972829993265,2,8.526858514825294,-5.410018962313677,0.8408225301283943,2,8.62126186203555,-5.35277831013439,0.9686604611319213,2,8.758203120552034,-5.4291059893887885,0.8178388774072242,2,8.536140073853103,-5.457579277834456,0.8824170505975857,2,8.852060885535886,-5.121283896035902,0.9209744806418707,2,8.784841725819977,-5.166554776515055,0.867196398045739,2,8.717665287514315,-5.321972637829322,0.7917239035688238,2,8.5428288477404,-5.4453543065655445,0.8669985014508202,2,8.535271622951209,-5.412927245507915,1.0120303370804316,2,8.617369694219006,-5.249441701702938,0.7498444845877124,2,8.70186930365275,-5.238076328731965,0.8864688344749451,2,8.78875427436461,-5.217741438408504,0.7046184971001579,2,8.763864463207302,-5.177298439885541,0.844265541586126,2,8.587237264846033,-5.197811992710834,0.8341612021246936,2,8.529293373369134,-5.447724030083182,0.9790335673989935,2,8.747000849337592,-5.2201082083612045,0.9539354173688248,2,8.654151176673125,-5.393653477480657,0.6624779458688992,2,8.679205323241373,-5.325733439907208,0.9493625816697729,2,8.626081936634607,-5.402180987976392,0.7786922815296637,2,8.519903098149783,-5.227225938210681,0.8040880747288568,2,8.741791874145992,-5.469983784669022,1.0171270983632577,2
271,10.163788473812245,-6.132305092564549,1.1701879887290358,2,9.9713308874397,-5.968880325188211,0.9779910733102564,2,10.08729294450472,-6.1758765096754455,1.0141014228325937,2,9.828884194327722,-6.15135552956887,1.0524748178804275,2,10.089050603476963,-5.885072884841875,0.8981404661724419,2,9.873190560001538,-6.153956462622603,1.169376081675691,2,9.990053508124912,-6.092175796813033,1.1165922620319446,2,9.925926388193322,-6.083980924423638,1.037504222048729,2,9.95754513720839,-6.217775694936651,1.0365505901358287,2,9.806512643056571,-6.154822640984935,1.0519625457113322,2,10.015668404333,-6.03901590926405,1.227554931686676,2,9.996844965522024,-6.098121044704423,1.0041290648169965,2,9.787801342482078,-6.211074033931544,1.101196481148142,2,10.163527061810205,-5.962113040445687,1.0541565659899337,2,10.005596799397084,-5.985008839232379,0.9165981928679026,2,10.03630124993976,-6.083798576284185,0.8447088890291414,2,9.875815651717907,-6.154901513192741,1.0611010156312812,2,9.900651825637295,-6.072577086156347,1.1810162452801847,2,10.08067873868896,-5.993969868362058,0.8678414607176976,2,10.088882655670588,-6.085462423201911,1.084883491759929,2,10.105486789185493,-6.095191328900789,1.0944730585755504,2,10.125495477919419,-5.918343632171145,0.9313281589802194,2,9.9443002083959,-6.0106040562866605,1.0332633067713937,2,9.8007701190564,-6.2630636593175675,1.0796745029430221,2,10.146345627110934,-6.085938152768179,1.1344762692862496,2,10.025732391683201,-6.165812714565143,0.8777478765623602,2,9.8287589784458,-5.907017077698793,1.150230008841636,2,9.97019164026258,-6.097378964509895,0.726630255525618,2,9.865399268593787,-6.04110637638112,1.0532207384984198,2,10.02238001459541,-6.033156903642826,1.0532254561025898,2
272,10.100972295189447,-4.133738657624144,2.7837204564184526,2,10.060383327647884,-4.017458445476819,2.784809443703885,2,10.216239145331782,-4.186111963538244,2.7820169556347443,2,10.028710323069829,-4.088886040227244,2.9056683964292165,2,10.031229940524442,-3.961632742978181,2.8449863454025275,2,10.058975494204219,-4.252443077182058,2.8883558418887603,2,10.028899507574106,-4.252271355557818,2.79334411466374,2,9.970660740553376,-4.166497252494266,2.7569364225315165,2,10.098053798192144,-4.23192989355942,2.9091483555423814,2,9.922245326366468,-4.260696648492617,2.8744335014981144,2,10.033659971736528,-4.053164140194926,3.06317347496001,2,10.059501183993971,-4.179762898689314,2.9143083908145218,2,9.750959981492793,-4.301598218822985,2.811553060804068,2,10.122846808790971,-3.9955189318400124,2.9552289284169215,2,10.003137817158487,-4.085598734253745,2.7886146584330604,2,10.13311826691447,-4.128568130406738,2.856396517737035,2,9.913874392256806,-4.234301331113672,2.9288014187726112,2,9.93137924038463,-4.073661292278011,2.986404795268212,2,10.056313653569573,-4.1305596633312796,2.8719819961070665,2,10.084475322581712,-4.105383796530019,2.7805847824156493,2,10.166977870598735,-4.099841869142348,2.839584027634209,2,10.088092283949557,-4.04302114581523,2.7310105505324413,2,10.039357260019077,-4.10812130843418,2.7875886291073764,2,9.838983123770898,-4.3380398827020565,2.880008308851785,2,10.067103885083132,-4.2029604619718315,2.9163935403830847,2,10.022429469886234,-4.0739833294696375,2.6290412920501587,2,9.851749348188552,-3.974717284035555,2.8541513228585362,2,9.945843299333374,-4.130587202729387,2.828644401284296,2,9.847379748045132,-4.07275111015697,2.8976356558218797,2,10.104804582971559,-4.165094119229984,2.9347352085759106,2
273,10.635426873321334,-4.422763231758503,-2.446294174730076,2,10.685767849114404,-4.303907166997037,-2.40742074995472,2,10.702658603289812,-4.335961973028048,-2.564706659650771,2,10.556950507300549,-4.408761239530172,-2.4880316457000875,2,10.53688848195177,-4.160452089573638,-2.6264145806707964,2,10.578436126076689,-4.464130172429375,-2.519929538127551,2,10.622000456058084,-4.306407918724122,-2.447596261839987,2,10.56352674319955,-4.356122904081516,-2.5306785701796426,2,10.582162015498,-4.4104911270187666,-2.4608377924746754,2,10.551517452921873,-4.452994116561408,-2.4215366602234694,2,10.645265722026814,-4.288589301721458,-2.399871736683216,2,10.644670948983142,-4.541010984116151,-2.4977195675501442,2,10.515443743728353,-4.546858017769474,-2.451412181548902,2,10.730753489707446,-4.244814387244653,-2.4617017863508663,2,10.469293255925614,-4.2192067413808045,-2.610090957031815,2,10.677160867472695,-4.225701398773986,-2.6680077323543014,2,10.423391846711803,-4.486584434194138,-2.345106487896006,2,10.572884184217472,-4.267130148969313,-2.3122907664242827,2,10.635632228711065,-4.290371410374715,-2.640532310180531,2,10.661186320997292,-4.517744903868849,-2.576092229061875,2,10.71246207665733,-4.3635793367960405,-2.325993254856076,2,10.563244860840623,-4.315353593920871,-2.545560881954415,2,10.504936407767975,-4.306521814915656,-2.469784768973538,2,10.581626944240401,-4.528980875680889,-2.3360911137968645,2,10.678949298958246,-4.334129201253522,-2.3941073285920393,2,10.749155154216902,-4.428202871616882,-2.5795036624905574,2,10.507031425588574,-4.268707828279391,-2.3931999079096387,2,10.558486857093778,-4.513314636860838,-2.6377265893523574,2,10.622938920537402,-4.308881047750911,-2.475206666057861,2,10.67357204451489,-4.25390723656602,-2.390428963078333,2
274,9.493823661789657,-5.721765246717957,-0.7172332631990892,2,9.693726408734925,-5.594083890455289,-1.0782884957344976,2,9.475394069893582,-5.840530249643489,-1.013865676924675,2,9.424095010580961,-5.773531196537484,-0.8202824336841625,2,9.535972561599928,-5.628474311531841,-1.1472873849059055,2,9.446021298293813,-5.829657023411439,-0.8824908178520666,2,9.667401121342474,-5.766377373983101,-0.9433079651258989,2,9.430299893058164,-5.773092703935802,-0.9640372213271242,2,9.549380653395904,-5.9510695333349,-0.9028853117752859,2,9.385674982090725,-5.958382280007832,-1.016703165749804,2,9.45570136113105,-5.859106208999245,-0.8745080117943146,2,9.596138720038343,-5.833731143555132,-0.9573665700289542,2,9.512161675526523,-5.908654146189831,-0.9202369988283029,2,9.462542383858086,-5.558329469967096,-0.901011937600873,2,9.512864695751363,-5.83720281731425,-0.8881259563803199,2,9.606876778546908,-5.79604027875049,-1.1735244465467578,2,9.39754284578161,-5.784508246174169,-0.8121330092867678,2,9.431453654933327,-5.806181678880406,-0.7535042470943973,2,9.497449575479346,-5.785057961110837,-1.0872756614979338,2,9.5845527735317,-5.825781392260878,-0.9730771930517697,2,9.58452040988818,-5.691950266129123,-0.9726366023098205,2,9.489556254528715,-5.648392817025392,-1.0472808263307791,2,9.298418291243772,-5.614991654647812,-0.8963492497331788,2,9.33874103268675,-5.961283905865562,-0.8928414837997583,2,9.60925411235837,-5.89903023921449,-0.8478743318256466,2,9.610309248342052,-5.930742948864034,-1.0687570978919205,2,9.406157936505693,-5.689100302016315,-0.8259217805925138,2,9.462858991127622,-5.951519361456869,-1.169380758413942,2,9.316862721147164,-5.682201648808155,-0.8120992076616745,2,9.5277317587608,-5.710924223865945,-0.8299865869277638,2
275,9.204439196708718,-3.2409551944494877,0.07058225265509097,2,9.207627592041938,-3.2747509143637554,-0.02998567569900123,2,9.133982231569727,-3.3805997444735043,-0.02582658230791786,2,8.937041881424147,-3.2647015253912084,0.08461747359309166,2,9.240889564315038,-3.04472871534968,-0.14565128672528202,2,9.03504447783353,-3.2874070693676876,0.21094115071884295,2,9.118837757634054,-3.2319375737523317,0.06755620397217049,2,9.05883278283105,-3.233151307266835,0.027460833934009492,2,9.065931232973863,-3.211310383008016,0.022604415132838243,2,8.909688408938377,-3.398368502312468,0.057511994954083594,2,9.114232539507391,-3.2517791162805256,0.1384927791800194,2,9.151030190020242,-3.446250279984972,-0.049462673723285396,2,8.940292961104337,-3.3535250588324703,0.07276573665989226,2,9.139265310703165,-3.1704630376842933,-0.021398152174446995,2,8.952366312654743,-3.1107950234195902,-0.015051170412618997,2,9.18368049680795,-3.2013491955317575,-0.03201214882663757,2,8.994101781617372,-3.3135031220375004,0.10593251202292442,2,9.091931113425835,-3.2184409379516783,0.06867889900388896,2,8.971959658028364,-3.279580828307178,-0.15604597792793734,2,9.105995457158896,-3.4110171283376567,-0.05778035146156109,2,9.101358486260475,-3.24670110943591,-0.04874132266223706,2,9.189707144692887,-3.126832953618429,-0.2535025863974001,2,8.987833638669613,-3.020827069583454,-0.0857985530203097,2,8.971294801531542,-3.4183736446960493,-0.13304836386105856,2,9.066658360562396,-3.142371929815535,-0.07907664322375238,2,9.106461264523801,-3.1797219450908734,-0.13649013585758601,2,9.02574027675395,-3.245214995542776,0.10484595772748279,2,9.03127439743881,-3.433303948838341,-0.027479697215833196,2,8.891457169627232,-3.137008451506108,0.023939511554400675,2,9.179276194636886,-3.1716324463396663,-0.012407634213610678,2
276,10.622570876262209,-5.903163133402249,2.7386608884799326,2,10.601916437718964,-5.701831189543178,2.641688583580904,2,10.514066522254142,-5.881568847152474,2.735483498003273,2,10.518825478867754,-5.940212878230866,2.8921049356148587,2,10.564478988666377,-5.847141745060556,2.6280601248248816,2,10.528109410534233,-5.973630329549098,2.967631657831064,2,10.609936638180935,-5.909684534960853,2.773782276172078,2,10.534897341993931,-5.880036406084556,2.8123534222244286,2,10.633612409271198,-5.952728456233141,2.763686965073181,2,10.440130872408098,-5.94135116149558,2.763850124550914,2,10.456222876092687,-5.804639432933604,2.8089632699358993,2,10.604813205333619,-5.988702635268781,2.6935077467764272,2,10.425641115888562,-6.033299515787355,2.785928148218862,2,10.672441756425076,-5.677355858055695,2.8022843338977683,2,10.577808451580347,-5.8320061609913605,2.626263660569061,2,10.688148473529875,-5.793619426975409,2.5544252588176457,2,10.403248394922628,-5.945216809788288,2.931739931137532,2,10.545982554875861,-5.992966149647758,2.8842278604248803,2,10.620994432745459,-5.829045683022508,2.615035419571822,2,10.612101751355869,-5.907715367792279,2.6758513874259817,2,10.805844908186117,-5.89793543100931,2.753479049865067,2,10.6945519446214,-5.719605784155147,2.761498699227219,2,10.431904673827365,-5.845502042798399,2.7404381126781723,2,10.387362467805746,-6.056584863602366,2.8277259979747256,2,10.532337166313189,-5.8203000343932745,2.745776960517564,2,10.6034893638961,-5.911040369246195,2.5385467650345452,2,10.419365016583109,-5.839412635064058,2.8145632444936015,2,10.322286747283453,-5.9287171237280365,2.5883212983133617,2,10.30706765414318,-5.759620102830861,2.743223450379927,2,10.571140591364664,-5.725811583619896,2.7350179280450275,2
277,1.013320849948129,-3.254781421618275,8.016420312309231,1,1.091323814160335,-3.21384458804146,7.8404686895085725,1,1.0425823016819882,-3.374313327148295,7.7092613404757175,1,0.850495168062585,-3.3813976172000655,7.79317021073008,1,1.0289941934755302,-3.2321386248487602,7.619963009209902,1,0.8618160578516342,-3.537999676664477,7.925192616940869,1,0.91036532926203,-3.2468094752624386,7.869586582842667,1,0.8173023197606517,-3.3033768194074615,7.731136944068074,1,0.8507580674436129,-3.5766303187729767,7.777016251676554,1,0.894375360936252,-3.39834298664124,7.877602302419708,1,0.7836756830794098,-3.1791685114778314,7.8442741662855076,1,1.035691894253291,-3.3814657159461414,7.704687674852806,1,0.711258284146357,-3.4190235108278033,7.7276505377261575,1,0.9942705481630942,-3.2315158115421823,7.94695685326688,1,0.9309581088404127,-3.14351830318517,7.796183216358082,1,1.006264759553119,-3.2897415011241566,7.7929013793318545,1,0.8146401347998714,-3.276354539370085,7.950588668021839,1,0.8177562964290324,-3.266695070014189,7.977580619114942,1,0.9521134633252126,-3.268734670115794,7.762065708125413,1,1.0960559911098142,-3.37011167517901,7.784893375066292,1,1.0240101911067132,-3.3273399442340974,7.754397983171928,1,0.9607496456474096,-3.2666681768349575,7.695949333243768,1,0.7728899126313049,-3.237437050909374,7.878172058508421,1,0.8157405523923773,-3.4466370265582773,7.837842802777546,1,1.0238301820308677,-3.3626052354642653,7.738688241627587,1,1.0014277851916735,-3.370663154496979,7.750536130546612,1,0.9050094922731774,-3.2690824201571904,7.871513979388519,1,0.8626645605438656,-3.4029678951030125,7.639439312732718,1,0.8588309697805179,-3.230292803171541,8.020403702688046,1,0.8814450161326096,-3.1216445534317665,7.862946768970956,1
278,-0.026197922665656154,-3.353009264581173,7.4354062324753984,1,0.06258703391149789,-3.107014139724496,7.296178307095199,1,0.005226115852344226,-3.1545080890974813,7.3076758209940404,1,-0.09653134367785644,-3.2206534640263254,7.497328423692419,1,0.14743358571361864,-3.0763127948759617,7.213225163904465,1,0.01757998994573736,-3.318180209449895,7.37572440943115,1,0.0854652085754942,-3.216526585076351,7.322038934841756,1,-0.112758176631677,-3.2876468051515673,7.1997576966707735,1,-0.055393010510854185,-3.418187517929553,7.357330649513744,1,-0.038286623069989006,-3.3344650969223424,7.480170680599362,1,-0.049330069562102286,-3.1614731554194138,7.40405088745034,1,-0.04309925907982751,-3.235561878334944,7.208235160651997,1,-0.053551909258989616,-3.358969002225588,7.3539816204371755,1,0.054499484174896126,-3.146191646714835,7.349514587794286,1,0.06425188746712955,-3.1984167624901203,7.177360480362018,1,-0.015698806043680014,-3.1712781394573897,7.1538770733390455,1,-0.06131880678590048,-3.258774712278693,7.456827338197189,1,0.13235269092161145,-3.2751166083309675,7.482741585978353,1,0.03580323557232119,-2.956366015481577,7.214322555307093,1,0.04968750854483852,-3.2856107915147916,7.273119219125463,1,0.07729853755160099,-3.2247057306259337,7.394303127856075,1,0.049435463206230226,-3.1061949452612865,7.166645676403081,1,-0.04346027306776352,-3.1426310310733485,7.371580823388895,1,-0.14688243031686007,-3.2677295776592667,7.3611675754435675,1,0.2839517093262227,-3.2935759698919505,7.339892922645839,1,0.11537143350549187,-3.173733436548485,7.164108848985106,1,0.1027363542411596,-3.2223328002560265,7.288145898535651,1,0.008759234372227101,-3.2251924684390745,7.157149746538264,1,-0.14113885629414838,-3.214207232738883,7.503258780903901,1,0.13192005714366817,-3.1778239021532917,7.42474814557092,1
279,-0.37016991454651826,-0.6248636067785194,9.798912381047426,1,-0.3367294886271991,-0.26209989756348384,9.599044148602717,1,-0.4372597707772634,-0.5645155062404972,9.520903048309965,1,-0.5476695233071176,-0.48636956240449203,9.586889136776673,1,-0.4295420142601592,-0.27092267868184305,9.559641243700787,1,-0.5748050921344391,-0.587896133789992,9.747900590693519,1,-0.3510937859968372,-0.4844028372825756,9.768225788454554,1,-0.7116118387143073,-0.5001731179415537,9.596263554130916,1,-0.45735846227190224,-0.5979956252371468,9.538971628335666,1,-0.5982274441525401,-0.622653517099051,9.603971086261724,1,-0.46521633886298286,-0.45758927538229754,9.776314315615272,1,-0.47163971430032997,-0.4909946560447704,9.5926490093252,1,-0.6686318177307154,-0.5229714870094448,9.589624393558895,1,-0.3413990368893733,-0.38999663020790354,9.714903353250595,1,-0.5259811398578074,-0.43624471156098754,9.556136276767946,1,-0.4485463409970893,-0.4245059370607359,9.474195619566125,1,-0.5595965985986274,-0.461587015891519,9.690663384638409,1,-0.5538060194685263,-0.4775431415043884,9.846400812074371,1,-0.5373228894662182,-0.35665076137586155,9.514691715757397,1,-0.43842414296537824,-0.5814835430708545,9.544604691470333,1,-0.32295331055680815,-0.49327546194592853,9.562788085598509,1,-0.5043749251236221,-0.3333926586645507,9.505279240328639,1,-0.6159438272410547,-0.4138617638766559,9.576340862106104,1,-0.7958255906393126,-0.7542484717849908,9.711824457295846,1,-0.3727772723451894,-0.5314272941946114,9.59082076816402,1,-0.3472864347554303,-0.5275623418550142,9.545512879696904,1,-0.5697148493143998,-0.4410001955716011,9.739294606853719,1,-0.586851670020523,-0.5807468202430821,9.467912062299096,1,-0.5431619999002688,-0.3696205895368517,9.73463195795134,1,-0.4464374564235583,-0.4563762925116739,9.681530897127935,1
280,3.363723400113235,-1.1338102993025685,8.757414460959643,1,3.283466291653762,-1.0840298399917088,8.527771099332263,1,3.2690932142820865,-1.1426138984880467,8.59626261000232,1,3.101648270827807,-1.1533307065515555,8.617520165835806,1,3.3407215342620717,-0.9004081897409462,8.503607552296055,1,3.2270954948835255,-1.2909039865246723,8.765733177974296,1,3.374366736909405,-1.1632399934990643,8.59591314922165,1,3.1798398333130984,-1.2236601732422336,8.599447177958497,1,3.1858263984840414,-1.358386808255222,8.612639488328037,1,3.2886612450482033,-1.2688503503820825,8.569371464792162,1,3.160135097069107,-1.0633989304557732,8.852682105522003,1,3.295725282178565,-1.2053884567027406,8.593348279682303,1,3.186071589950119,-1.2851190282035831,8.622503693063875,1,3.470453049888255,-1.0678357610192473,8.681362315986513,1,3.2759777882483694,-1.0477675632741046,8.561972491232199,1,3.3314283317824973,-1.1830897256498967,8.421656089186389,1,3.0974234532300016,-1.2599165502834748,8.672818309930866,1,3.291031082856092,-1.1759620908750215,8.690700049512738,1,3.230155765918941,-1.045707805706495,8.56347933780348,1,3.272763395314716,-1.1559548310395922,8.630625213537092,1,3.414325958225897,-1.1872905562080402,8.57745105199729,1,3.4031761641286273,-1.1064225336767608,8.492253103790778,1,3.2370015407430905,-0.9927638027591615,8.658142848002782,1,3.119728984369071,-1.3803627611069504,8.573478926902286,1,3.3600934824274247,-1.1253918866866546,8.604491352616272,1,3.352995925513173,-1.22849599965676,8.460970145647002,1,3.1422312406354354,-0.9595393044852892,8.588414619749612,1,3.2465049002256112,-1.302581617670824,8.532203633971719,1,3.170732695481775,-1.1261767839057786,8.58226668874919,1,3.3019402445788426,-1.0931032836846715,8.75419057666219,1
281,3.3015744024377573,-3.597464380009391,7.7073976682866405,1,3.461136459998745,-3.5015179919820882,7.477616381258528,1,3.319515194630971,-3.5186774432503376,7.495696546011537,1,3.136237833943474,-3.6483624466568307,7.591256537196442,1,3.262258386447181,-3.4426259885289014,7.386550545857459,1,3.144065353919645,-3.6808000455315675,7.714524657071347,1,3.3844595346173625,-3.552421443339718,7.588031054859738,1,3.166752069090659,-3.533510721510369,7.451876139708208,1,3.292386528310308,-3.676416706415982,7.6213966440546175,1,3.3594805040190656,-3.8089926165450216,7.59356682044443,1,3.1688581102462,-3.5343351638646103,7.65602678720297,1,3.3736686293959566,-3.709600629354881,7.540251915283584,1,3.184428474013737,-3.632619884411299,7.684394642717823,1,3.3805246050551516,-3.4485742104834767,7.688184515319427,1,3.3466470228694063,-3.457491352122302,7.555972297300078,1,3.36542737404744,-3.6439328569781226,7.515696390524325,1,3.2692461081675344,-3.637261434388927,7.700787194238631,1,3.2282259128822712,-3.607418258872047,7.772674286475225,1,3.3306438914274676,-3.5367615241686403,7.368377868328066,1,3.3534947042230914,-3.6774100846178643,7.485180211363542,1,3.4677443172172673,-3.5545476845174426,7.616765245279024,1,3.2861988507796167,-3.3699913565345745,7.432491091077114,1,3.176305646778751,-3.5332463242322723,7.518328834306696,1,3.0932350634211536,-3.7096435004221395,7.669357725779709,1,3.4403109440552186,-3.622944596217081,7.536437342305636,1,3.3598937321010536,-3.739080369563831,7.458986620862751,1,3.2328113500719944,-3.508989734234949,7.605292198820907,1,3.311747709659426,-3.6916058386565864,7.4472310432218265,1,3.281762901839171,-3.4668718961574094,7.726445026074672,1,3.3396973369144978,-3.518774034904397,7.578426312051936,1
282,3.513260647730446,-0.7717313746449446,9.497011205248667,1,3.5457248640379535,-0.6542031628397127,9.374533216768464,1,3.614823009510297,-0.8619415843851317,9.39650833378551,1,3.3404981893931747,-0.8078234503541746,9.502315601798303,1,3.495618321724106,-0.6551323111831368,9.197988758986115,1,3.5206332500033737,-0.7926821566156288,9.32220629521533,1,3.4703901388429927,-0.8339961328556125,9.413817531751333,1,3.430855286415982,-0.7400744231248622,9.318339042539732,1,3.5516452672133423,-0.9221761538545297,9.458772109307649,1,3.342100820428275,-0.9300004144561395,9.398415419190114,1,3.327170944421009,-0.6474626631995658,9.486443210586557,1,3.565085070684199,-0.852289105098223,9.38101639545928,1,3.3592443227548094,-0.985699026267027,9.31816907448072,1,3.6496609563384013,-0.8073997087228807,9.391008370832303,1,3.4236800789089163,-0.716819687717826,9.366210358973234,1,3.6171380864974108,-0.7812475938777746,9.302800958420974,1,3.4440409577212483,-0.8564916974361514,9.369190638979838,1,3.456135085013289,-0.8675954409919931,9.532528918145688,1,3.5404569063499505,-0.7090792828535495,9.299655119388149,1,3.5696219546019186,-0.7504976474403445,9.323038678987112,1,3.6474499260641835,-0.8190590770006061,9.377455396801606,1,3.640754219720621,-0.5710793195186976,9.264630070490858,1,3.5990215162249704,-0.7423745091457536,9.377305295519031,1,3.308671913692669,-1.022435499143563,9.327942823314686,1,3.6224822710107856,-0.7178536322249542,9.198462737013076,1,3.5704421438819143,-0.9662525538249241,9.189472224432164,1,3.4645003068572398,-0.6091928065846219,9.475644400428612,1,3.4294458115420445,-0.8873669048717491,9.191283950081479,1,3.3277447392124837,-0.7589165616654112,9.519612764947972,1,3.4862822139608656,-0.8845430169543873,9.408600108368994,1
283,1.8860877049409903,-1.505887560362034,9.29166435195009,1,1.8370951648118925,-1.2610943068581375,9.1997304524804,1,1.8605739371544452,-1.46202341370426,9.052060945941337,1,1.757393527069978,-1.422839018685454,9.21197117296286,1,1.92172114747642,-1.3752812615076448,8.904775229489646,1,1.768446296620125,-1.4834585929870636,9.437877790064132,1,1.8733186816337746,-1.370870741981695,9.166864399671077,1,1.7142639916875864,-1.3797902729788871,9.129772082249378,1,1.6803633214018896,-1.6062595925936938,9.302940227531087,1,1.6848688277124284,-1.5999864376685662,9.204166371619376,1,1.8032706772473368,-1.353141758032597,9.277816303368747,1,1.8605505286098212,-1.5131508195963859,9.104693789643266,1,1.6856534140543236,-1.504317341280636,9.211783119135681,1,1.9693612200905857,-1.2986347263176523,9.28667621146012,1,1.8447675517150823,-1.3387268836385844,9.082743817853368,1,1.9349205267883485,-1.2732489218466312,8.96935161968133,1,1.6847489301159515,-1.4088233777493475,9.228064815068816,1,1.804357621639344,-1.463537973012053,9.255381529051443,1,1.9065255868171311,-1.18321500902272,9.037430046653474,1,1.8441434467777007,-1.4740866089375604,9.027347789899578,1,2.00274071427497,-1.3460919709340677,9.150892759684513,1,1.846864214304203,-1.3206696510668274,8.920633869937658,1,1.8140910661252665,-1.36167881520639,9.058489763150641,1,1.6966882249254567,-1.6371375948900975,9.148867191282921,1,1.9088002171745095,-1.3457199186461875,9.008251640984478,1,1.8619104501025487,-1.3951091613189883,9.067053413960396,1,1.7697444924038346,-1.252780708452289,9.125056722601744,1,1.7599906443783528,-1.557054727133333,8.887828519821106,1,1.710999415351087,-1.3252967097956925,9.103946644637421,1,2.006220307051523,-1.3979038634572394,9.193770009608992,1
